City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
227,Provideniya,RU,2021-09-24 20:49:16,64.3833,-173.3,34.03,90,100,17.96
228,Madera,US,2021-09-24 20:51:34,37.1666,-119.8343,98.53,15,5,7.18
229,Abramovka,RU,2021-09-24 20:53:00,51.1886,41.0202,47.73,68,95,5.28
230,Chihuahua,MX,2021-09-24 20:49:21,28.5,-106.0,78.55,39,75,3.44
231,Mikhaylovsk,RU,2021-09-24 20:53:00,45.1283,42.0256,48.94,93,0,6.71
232,Pachino,IT,2021-09-24 20:53:00,36.7186,15.0907,74.61,84,0,4.9
233,Coihueco,CL,2021-09-24 20:53:00,-36.6167,-71.8333,75.94,31,0,3.44
234,Vung Tau,VN,2021-09-24 20:53:01,10.346,107.0843,78.55,84,100,1.74
235,Samana,DO,2021-09-24 20:53:01,19.2056,-69.3369,88.02,74,75,4.61
236,Kahta,TR,2021-09-24 20:53:01,37.7855,38.6237,58.37,39,0,5.55
237,Salina,US,2021-09-24 20:53:01,38.8403,-97.6114,77.95,22,99,16.33
238,Peterhead,GB,2021-09-24 20:53:02,57.5058,-1.7981,61.2,87,46,10.45
239,Kapaa,US,2021-09-24 20:53:02,22.0752,-159.319,85.98,76,90,3.0
240,Portland,US,2021-09-24 20:52:48,45.5234,-122.6762,90.21,34,1,1.99
241,Clinton,US,2021-09-24 20:48:16,42.587,-82.9199,74.95,51,75,1.01
242,Faanui,PF,2021-09-24 20:53:02,-16.4833,-151.75,76.26,62,0,0.89
243,Te Anau,NZ,2021-09-24 20:53:02,-45.4167,167.7167,46.71,91,99,10.6
244,Mogzon,RU,2021-09-24 20:53:03,51.7435,111.9606,39.52,95,73,3.22
245,Tucumcari,US,2021-09-24 20:53:03,35.1717,-103.725,87.94,16,4,7.02
246,Santo Domingo,DO,2021-09-24 20:49:39,18.5001,-69.9886,94.64,68,20,3.0
247,Awassa,ET,2021-09-24 20:53:03,7.05,38.4667,60.4,97,100,1.52
248,Lompoc,US,2021-09-24 20:50:55,34.6391,-120.4579,81.12,76,1,8.05
249,Mandiana,GN,2021-09-24 20:53:04,10.6333,-8.6833,76.55,85,98,3.76
250,Emerald,AU,2021-09-24 20:53:04,-23.5333,148.1667,55.54,88,69,0.0
251,Sibut,CF,2021-09-24 20:53:04,5.718,19.0739,70.21,98,18,0.25
